degree,norm,pdf
0,0.0,0.019771509443130317
1,2.860248269549797e-05,0.0
2,5.720496539099594e-05,0.04205380989771865
3,8.580744808649391e-05,0.0
4,0.00011440993078199188,0.03485585511645636
5,0.00014301241347748986,0.0
6,0.00017161489617298782,0.03088448523884364
7,0.00020021737886848578,0.0
8,0.00022881986156398376,0.030131942088068374
9,0.0002574223442594817,0.0
10,0.0002860248269549797,0.028752211590797824
11,0.00031462730965047767,0.0
12,0.00034322979234597563,0.026761218425751594
13,0.0003718322750414736,0.0
14,0.00040043475773697155,0.025403129158535893
15,0.0004290372404324695,0.0
16,0.0004576397231279675,0.023769828777037757
17,0.0004862422058234655,0.0
18,0.0005148446885189634,0.022268417401345594
19,0.0005434471712144614,0.0
20,0.0005720496539099594,0.020309681918833953
21,0.0006006521366054573,0.0
22,0.0006292546193009553,0.018868702657257222
23,0.0006578571019964532,0.0
24,0.0006864595846919513,0.017482030633365304
25,0.0007150620673874493,0.0
26,0.0007436645500829472,0.01624684721985734
27,0.0007722670327784452,0.0
28,0.0008008695154739431,0.015411005749625667
29,0.0008294719981694411,0.0
30,0.000858074480864939,0.014342827300125887
31,0.000886676963560437,0.0
32,0.000915279446255935,0.013632749959269571
33,0.000943881928951433,0.0
34,0.000972484411646931,0.012886740010020298
35,0.0010010868943424289,0.0
36,0.0010296893770379268,0.012281193893579864
37,0.001058291859733425,0.0
38,0.0010868943424289228,0.011894918353355554
39,0.0011154968251244207,0.0
40,0.0011440993078199188,0.011241598200756299
41,0.0011727017905154168,0.0
42,0.0012013042732109147,0.01072384197982139
43,0.0012299067559064128,0.0
44,0.0012585092386019107,0.010423723034721107
45,0.0012871117212974086,0.0
46,0.0013157142039929065,0.010116662562999458
47,0.0013443166866884046,0.0
48,0.0013729191693839025,0.009794902387844326
49,0.0014015216520794004,0.0
50,0.0014301241347748986,0.009469058961735447
51,0.0014587266174703965,0.0
52,0.0014873291001658944,0.009218347353175484
53,0.0015159315828613923,0.0
54,0.0015445340655568904,0.00891373683202608
55,0.0015731365482523883,0.0
56,0.0016017390309478862,0.00888311244987299
57,0.0016303415136433843,0.0
58,0.0016589439963388822,0.008460904301255722
59,0.0016875464790343801,0.0
60,0.001716148961729878,0.008296349287819785
61,0.0017447514444253762,0.0
62,0.001773353927120874,0.008212234318172631
63,0.001801956409816372,0.0
64,0.00183055889251187,0.008132610924574596
65,0.001859161375207368,0.0
66,0.001887763857902866,0.007954172857895925
67,0.001916366340598364,0.0
68,0.001944968823293862,0.007799417646748977
69,0.00197357130598936,0.0
70,0.0020021737886848578,0.0077206109033416915
71,0.002030776271380356,0.0
72,0.0020593787540758536,0.007490723874645829
73,0.0020879812367713517,0.0
74,0.00211658371946685,0.0073923175266605665
75,0.0021451862021623475,0.0
76,0.0021737886848578456,0.00735393496769536
77,0.0022023911675533438,0.0
78,0.0022309936502488414,0.007324535560828393
79,0.0022595961329443396,0.0
80,0.0022881986156398377,0.007242870541753487
81,0.0023168010983353354,0.0
82,0.0023454035810308335,0.007146505819245097
83,0.0023740060637263316,0.0
84,0.0024026085464218293,0.007028091541586482
85,0.0024312110291173274,0.0
86,0.0024598135118128256,0.007126497889571744
87,0.0024884159945083232,0.0
88,0.0025170184772038214,0.006811679241037979
89,0.002545620959899319,0.0
90,0.002574223442594817,0.006821887368422342
91,0.0026028259252903153,0.0
92,0.002631428407985813,0.006730422547058446
93,0.002660030890681311,0.0
94,0.0026886333733768092,0.0066479408777927905
95,0.002717235856072307,0.0
96,0.002745838338767805,0.00645153650691764
97,0.002774440821463303,0.0
98,0.002803043304158801,0.006340063755880392
99,0.002831645786854299,0.0
100,0.002860248269549797,0.006237165831846009
101,0.002888850752245295,0.0
102,0.002917453234940793,0.006041986436256982
103,0.002946055717636291,0.0
104,0.0029746582003317887,0.0059043808791157636
105,0.003003260683027287,0.0
106,0.0030318631657227845,0.00577167522311904
107,0.0030604656484182827,0.0
108,0.003089068131113781,0.005592828831344994
109,0.0031176706138092785,0.0
110,0.0031462730965047766,0.005487480956738364
111,0.0031748755792002747,0.0
112,0.0032034780618957724,0.005286176684718719
113,0.0032320805445912705,0.0
114,0.0032606830272867687,0.005169395707441602
115,0.0032892855099822664,0.0
116,0.0033178879926777645,0.0050228069982021445
117,0.0033464904753732626,0.0
118,0.0033750929580687603,0.004929300551361376
119,0.0034036954407642584,0.0
120,0.003432297923459756,0.004779445241358923
121,0.0034609004061552542,0.0
122,0.0034895028888507523,0.00457487436857628
123,0.00351810537154625,0.0
124,0.003546707854241748,0.004540166735469445
125,0.0035753103369372463,0.0
126,0.003603912819632744,0.004455643440726916
127,0.003632515302328242,0.0
128,0.00366111778502374,0.0042943550280539755
129,0.003689720267719238,0.0
130,0.003718322750414736,0.0042253480869356794
131,0.003746925233110234,0.0
132,0.003775527715805732,0.004113058685707683
133,0.00380413019850123,0.0
134,0.003832732681196728,0.004143274742765398
135,0.0038613351638922258,0.0
136,0.003889937646587724,0.00406242637388124
137,0.003918540129283222,0.0
138,0.00394714261197872,0.003903179586685172
139,0.003975745094674217,0.0
140,0.0040043475773697155,0.003865613677910715
141,0.004032950060065214,0.0
142,0.004061552542760712,0.0037492410257289727
143,0.00409015502545621,0.0
144,0.004118757508151707,0.00372106659414813
145,0.004147359990847205,0.0
146,0.004175962473542703,0.0036071438925386347
147,0.0042045649562382015,0.0
148,0.0042331674389337,0.0035316037498943458
149,0.004261769921629198,0.0
150,0.004290372404324695,0.003592035864009777
151,0.004318974887020193,0.0
152,0.004347577369715691,0.003450755381010188
153,0.004376179852411189,0.0
154,0.0044047823351066875,0.003452797006487061
155,0.004433384817802186,0.0
156,0.004461987300497683,0.0033964481433253753
157,0.004490589783193181,0.0
158,0.004519192265888679,0.0034082895710912365
159,0.004547794748584177,0.0
160,0.004576397231279675,0.0032788505158575093
161,0.004604999713975173,0.0
162,0.004633602196670671,0.0032612925367564044
163,0.004662204679366169,0.0
164,0.004690807162061667,0.0031539030366729017
165,0.004719409644757165,0.0
166,0.004748012127452663,0.0031110289016585756
167,0.0047766146101481605,0.0
168,0.004805217092843659,0.0031551280119590254
169,0.004833819575539157,0.0
170,0.004862422058234655,0.003066113141167377
171,0.004891024540930153,0.0
172,0.004919627023625651,0.003014664179150186
173,0.004948229506321148,0.0
174,0.0049768319890166465,0.0029742399947081067
175,0.005005434471712145,0.0
176,0.005034036954407643,0.002855009066858743
177,0.005062639437103141,0.0
178,0.005091241919798638,0.0028921666505378253
179,0.005119844402494136,0.0
180,0.005148446885189634,0.0028011101542693042
181,0.0051770493678851325,0.0
182,0.005205651850580631,0.002797026903315559
183,0.005234254333276129,0.0
184,0.005262856815971626,0.0027088286827146595
185,0.005291459298667124,0.0
186,0.005320061781362622,0.0026765710001800712
187,0.00534866426405812,0.0
188,0.0053772667467536185,0.002646354943122356
189,0.005405869229449117,0.0
190,0.005434471712144614,0.002515690912602505
191,0.005463074194840112,0.0
192,0.00549167667753561,0.002513649287125632
193,0.005520279160231108,0.0
194,0.005548881642926606,0.0024242260912386094
195,0.005577484125622104,0.0
196,0.005606086608317602,0.0024397424448628414
197,0.0056346890910131,0.0
198,0.005663291573708598,0.0023462359980220733
199,0.005691894056404096,0.0
200,0.005720496539099594,0.0022600794028980464
201,0.0057490990217950915,0.0
202,0.00577770150449059,0.002217613592979095
203,0.005806303987186088,0.0
204,0.005834906469881586,0.0021898474864936266
205,0.005863508952577084,0.0
206,0.005892111435272582,0.002069391583358139
207,0.005920713917968079,0.0
208,0.0059493164006635775,0.002048567003494038
209,0.005977918883359076,0.0
210,0.006006521366054574,0.002049383653684787
211,0.006035123848750072,0.0
212,0.006063726331445569,0.001950977305699524
213,0.006092328814141067,0.0
214,0.006120931296836565,0.001913411396925067
215,0.0061495337795320635,0.0
216,0.006178136262227562,0.0018974867182054603
217,0.00620673874492306,0.0
218,0.006235341227618557,0.0018497126820466398
219,0.006263943710314055,0.0
220,0.006292546193009553,0.001821538250465797
221,0.006321148675705051,0.0
222,0.0063497511584005495,0.0017374232808186427
223,0.006378353641096047,0.0
224,0.006406956123791545,0.0017366066306278938
225,0.006435558606487043,0.0
226,0.006464161089182541,0.0016969990963765639
227,0.006492763571878039,0.0
228,0.006521366054573537,0.001654941611552987
229,0.006549968537269035,0.0
230,0.006578571019964533,0.001637383632451882
231,0.006607173502660031,0.0
232,0.006635775985355529,0.0015353023586082485
233,0.006664378468051027,0.0
234,0.006692980950746525,0.0015700099917150838
235,0.0067215834334420224,0.0
236,0.006750185916137521,0.0014956948243569186
237,0.006778788398833019,0.0
238,0.006807390881528517,0.0015279525068915068
239,0.006835993364224015,0.0
240,0.006864595846919512,0.0015210109802701397
241,0.00689319832961501,0.0
242,0.0069218008123105084,0.0014246462577617496
243,0.0069504032950060066,0.0
244,0.006979005777701505,0.0014442458623397272
245,0.007007608260397003,0.0
246,0.0070362107430925,0.0013397146379238467
247,0.007064813225787998,0.0
248,0.007093415708483496,0.0013054153299123857
249,0.0071220181911789944,0.0
250,0.0071506206738744926,0.0013013320789586403
251,0.007179223156569991,0.0
252,0.007207825639265488,0.0012584579439443144
253,0.007236428121960986,0.0
254,0.007265030604656484,0.001229875187268097
255,0.007293633087351982,0.0
256,0.00732223557004748,0.0012115005579762428
257,0.007350838052742978,0.0
258,0.007379440535438476,0.0011853677518722727
259,0.007408043018133974,0.0
260,0.007436645500829472,0.0011392270160949503
261,0.00746524798352497,0.0
262,0.007493850466220468,0.0010983945065574968
263,0.0075224529489159656,0.0
264,0.007551055431611464,0.0010808365274563919
265,0.007579657914306962,0.0
266,0.00760826039700246,0.0010979861814621223
267,0.007636862879697958,0.0
268,0.007665465362393456,0.0010559286966385453
269,0.007694067845088953,0.0
270,0.0077226703277844515,0.0010465372194449311
271,0.00775127281047995,0.0
272,0.007779875293175448,0.0010016214589537323
273,0.007808477775870946,0.0
274,0.007837080258566444,0.0009681388011330205
275,0.007865682741261941,0.0
276,0.00789428522395744,0.0009705887517052677
277,0.007922887706652938,0.0
278,0.007951490189348435,0.0009722220520867658
279,0.007980092672043934,0.0
280,0.008008695154739431,0.0009293479170724398
281,0.00803729763743493,0.0
282,0.008065900120130427,0.0009097483124944621
283,0.008094502602825925,0.0
284,0.008123105085521424,0.0008693241280523832
285,0.00815170756821692,0.0
286,0.00818031005091242,0.0008440079721391621
287,0.008208912533607917,0.0
288,0.008237515016303414,0.0008231833922750609
289,0.008266117498998913,0.0
290,0.00829471998169441,0.0008219584169889372
291,0.00832332246438991,0.0
292,0.008351924947085407,0.0007660178789226261
293,0.008380527429780906,0.0
294,0.008409129912476403,0.0007831675329283565
295,0.0084377323951719,0.0
296,0.0084663348778674,0.0007574430519197608
297,0.008494937360562897,0.0
298,0.008523539843258396,0.0007607096526827572
299,0.008552142325953893,0.0
300,0.00858074480864939,0.0007472349245353975
301,0.008609347291344889,0.0
302,0.008637949774040386,0.0007064024149979441
303,0.008666552256735885,0.0
304,0.008695154739431383,0.0007076273902840677
305,0.00872375722212688,0.0
306,0.008752359704822379,0.0006900694111829628
307,0.008780962187517876,0.0
308,0.008809564670213375,0.0006941526621367081
309,0.008838167152908872,0.0
310,0.008866769635604371,0.0006676115309373633
311,0.008895372118299869,0.0
312,0.008923974600995366,0.0006504618769316329
313,0.008952577083690865,0.0
314,0.008981179566386362,0.0006647532552697416
315,0.009009782049081861,0.0
316,0.009038384531777358,0.0006488285765501347
317,0.009066987014472856,0.0
318,0.009095589497168355,0.0006030961658681869
319,0.009124191979863852,0.0
320,0.00915279446255935,0.0005945213388653217
321,0.009181396945254848,0.0
322,0.009209999427950345,0.000586354836957831
323,0.009238601910645844,0.0
324,0.009267204393341342,0.0005630803065214825
325,0.00929580687603684,0.0
326,0.009324409358732338,0.0005638969567122317
327,0.009353011841427837,0.0
328,0.009381614324123334,0.0005712468084289733
329,0.009410216806818831,0.0
330,0.00943881928951433,0.0005585887304723628
331,0.009467421772209828,0.0
332,0.009496024254905326,0.0005353142000360143
333,0.009524626737600824,0.0
334,0.009553229220296321,0.0005214311467932802
335,0.00958183170299182,0.0
336,0.009610434185687317,0.0005214311467932802
337,0.009639036668382816,0.0
338,0.009667639151078313,0.0005246977475562764
339,0.00969624163377381,0.0
340,0.00972484411646931,0.0005246977475562764
341,0.009753446599164807,0.0
342,0.009782049081860306,0.0004944816904985608
343,0.009810651564555803,0.0
344,0.009839254047251302,0.000503056517501426
345,0.0098678565299468,0.0
346,0.009896459012642297,0.00045936573229635094
347,0.009925061495337796,0.0
348,0.009953663978033293,0.00047651538630208136
349,0.009982266460728792,0.0
350,0.01001086894342429,0.0004707988349668379
351,0.010039471426119786,0.0
352,0.010068073908815285,0.00045364918096110746
353,0.010096676391510783,0.0
354,0.010125278874206282,0.00046712390910846706
355,0.010153881356901779,0.0
356,0.010182483839597276,0.00042874135014326086
357,0.010211086322292775,0.0
358,0.010239688804988272,0.00044303272848136957
359,0.010268291287683771,0.0
360,0.010296893770379269,0.00044670765433974034
361,0.010325496253074768,0.0
362,0.010354098735770265,0.000412816671423654
363,0.010382701218465762,0.0
364,0.010411303701161261,0.00042710804976176273
365,0.010439906183856758,0.0
366,0.010468508666552257,0.00039158376646417824
367,0.010497111149247755,0.0
368,0.010525713631943252,0.0004001585934670435
369,0.010554316114638751,0.0
370,0.010582918597334248,0.00041077504594678137
371,0.010611521080029747,0.0
372,0.010640123562725244,0.00039770864289479624
373,0.010668726045420742,0.0
374,0.01069732852811624,0.00038300893946131305
375,0.010725931010811738,0.0
376,0.010754533493507237,0.0003850505649381857
377,0.010783135976202734,0.0
378,0.010811738458898233,0.0003605510592157137
379,0.01084034094159373,0.0
380,0.010868943424289228,0.0003813756390798149
381,0.010897545906984727,0.0
382,0.010926148389680224,0.0003515679071174739
383,0.010954750872375723,0.0
384,0.01098335335507122,0.0003866838653196838
385,0.011011955837766717,0.0
386,0.011040558320462216,0.0003638176599787099
387,0.011069160803157714,0.0
388,0.011097763285853213,0.0003266600762996273
389,0.01112636576854871,0.0
390,0.011154968251244207,0.00033196830253949625
391,0.011183570733939706,0.0
392,0.011212173216635203,0.00035075125692672485
393,0.011240775699330702,0.0
394,0.0112693781820262,0.0003144103234383913
395,0.011297980664721699,0.0
396,0.011326583147417196,0.00032951835196724907
397,0.011355185630112693,0.0
398,0.011383788112808192,0.0003344182531117435
399,0.01141239059550369,0.0
400,0.011440993078199188,0.00028909416752517016
401,0.011469595560894686,0.0
402,0.011498198043590183,0.00031032707248464594
403,0.011526800526285682,0.0
404,0.01155540300898118,0.000292769093383541
405,0.011584005491676678,0.0
406,0.011612607974372175,0.0003025688956725298
407,0.011641210457067673,0.0
408,0.011669812939763172,0.00031155204777076953
409,0.011698415422458669,0.0
410,0.011727017905154168,0.00029521904395578817
411,0.011755620387849665,0.0
412,0.011784222870545164,0.0002993022949095335
413,0.011812825353240661,0.0
414,0.011841427835936159,0.0002882775173344211
415,0.011870030318631658,0.0
416,0.011898632801327155,0.0003086937721031478
417,0.011927235284022654,0.0
418,0.011955837766718151,0.0002931774184789155
419,0.011984440249413648,0.0
420,0.012013042732109147,0.0002748027891870615
421,0.012041645214804645,0.0
422,0.012070247697500144,0.00028174431580842857
423,0.012098850180195641,0.0
424,0.012127452662891138,0.0002703112131379416
425,0.012156055145586637,0.0
426,0.012184657628282134,0.000280519340522305
427,0.012213260110977633,0.0
428,0.01224186259367313,0.0002609197359443273
429,0.012270465076368628,0.0
430,0.012299067559064127,0.0002682695876610689
431,0.012327670041759624,0.0
432,0.012356272524455123,0.0002605114108489528
433,0.01238487500715062,0.0
434,0.01241347748984612,0.0002543865344183348
435,0.012442079972541617,0.0
436,0.012470682455237114,0.00025275323403683666
437,0.012499284937932613,0.0
438,0.01252788742062811,0.00025642815989520743
439,0.01255648990332361,0.0
440,0.012585092386019106,0.0002400951560802261
441,0.012613694868714604,0.0
442,0.012642297351410103,0.0002417284564617242
443,0.0126708998341056,0.0
444,0.012699502316801099,0.00022743707812361553
445,0.012728104799496596,0.0
446,0.012756707282192093,0.0002400951560802261
447,0.012785309764887592,0.0
448,0.01281391224758309,0.0002535698842275857
449,0.012842514730278589,0.0
450,0.012871117212974086,0.0002319286541727354
451,0.012899719695669585,0.0
452,0.012928322178365082,0.00022172052678837205
453,0.01295692466106058,0.0
454,0.012985527143756078,0.00021559565035775404
455,0.013014129626451576,0.0
456,0.013042732109147075,0.00023723688041260436
457,0.013071334591842572,0.0
458,0.01309993707453807,0.00021273737469013228
459,0.013128539557233568,0.0
460,0.013157142039929065,0.0002200872264068739
461,0.013185744522624564,0.0
462,0.013214347005320062,0.00022539545264674285
463,0.013242949488015559,0.0
464,0.013271551970711058,0.0002008959469242708
465,0.013300154453406555,0.0
466,0.013328756936102054,0.00021314569978550684
467,0.013357359418797551,0.0
468,0.01338596190149305,0.0002102874241178851
469,0.013414564384188548,0.0
470,0.013443166866884045,0.0001947710704936528
471,0.013471769349579544,0.0
